ID;DES_FUNDAMENTO;DES_EMENTA
277;"""Artigos 87, inciso II, e 94, inciso I, al¡nea """"c"""", da Lei n§ 7.289/84, combinados com o artigo 20, ? 1§, inciso II, da Medida Provis¢ria n§ 2.218/01""";Atingimento (Pra‡as), at‚ 03/07/02, da idade-limite de permanˆncia na reserva remunerada. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inatividade. Requisitos imple
278;"""Artigos 60, """"caput"""", 88, inciso II, 95, inciso II, e 97, inciso VI, da Lei n§ 7.479/86, combinados com os artigos 20, ? 1§, inciso I, e 25 da Medida Provis¢ria n§ 2.218/01""";Incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Militar com 30 anos ou mais de servi‡o. Proventos integrais. Requisitos implementados at‚ 03/07/02.
279;Artigos 88, inciso II, 95, inciso II, e 97, inciso I, da Lei n§ 7.479/86, combinados com os artigos 20, ? 1§, inciso I, e 24, inciso I, da Medida Provis¢ria n§ 2.218/01;Incapacidade definitiva decorrente de ferimento recebido em atividades pr¢prias dos bombeiros-militares ou na manuten‡?o da ordem p£blica. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de trans
280;Artigos 88, inciso II, 95, inciso II, e 97, inciso II, da Lei n§ 7.479/86, combinados com os artigos 20, ? 1§, inciso I, e 24, inciso I, da Medida Provis¢ria n§ 2.218/01;Incapacidade definitiva decorrente de enfermidade contra¡da em atividades pr¢prias dos bombeiros-militares ou na manuten‡?o da ordem p£blica, bem assim a que tenha como causa eficiente uma dessas situa‡?es. Proventos integrais, calculados com base na remu
281;Artigos 88, inciso II, 95, inciso II, e 97, inciso III, da Lei n§ 7.479/86, combinado com os artigos 20, ? 1§, inciso I, e 24, inciso II, da Medida Provis¢ria n§ 2.218/01;Incapacidade definitiva decorrente de acidente em servi‡o. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inatividade. Requisitos implementados at‚ 03/07/02.
282;Artigos 88, inciso II, 95, inciso II, e 97, inciso IV, da Lei n§ 7.479/86, combinados com os artigos 20, ? 1§, inciso I, e 24, inciso III, da Medida Provis¢ria n§ 2.218/01;Incapacidade definitiva decorrente de doen‡a, mol‚stia ou enfermidade adquirida em tempo de paz, com rela‡?o de causa e efeito a condi‡?es inerentes ao servi‡o. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que
283;Artigos 88, inciso II, 95, inciso II, e 97, inciso V, da Lei n§ 7.479/86, combinados com os artigos 20, ? 1§, inciso I, e 24, inciso IV e ? 1§, da Medida Provis¢ria n§ 2.218/01;Incapacidade definitiva decorrente de mol‚stia profissional, doen‡a grave, contagiosa ou incur vel (especificada em lei), desde que torne o militar total ou permanentemente inv lido para qualquer trabalho. Proventos integrais, calculados com base na remun
284;Artigos 88, inciso II, 95, inciso II, e 97, inciso V, da Lei n§ 7.479/86, combinados com os artigos 20, ? 1§, inciso II, e 24, ? 2§, da Medida Provis¢ria n§ 2.218/01;Incapacidade definitiva decorrente de mol‚stia profissional, doen‡a grave, contagiosa ou incur vel (especificada em lei), desde que n?o torne o militar total ou permanentemente inv lido para qualquer trabalho. Proventos proporcionais, calculados com base
285;Artigos 88, inciso II, 95, inciso II, e 97, inciso VI, da Lei n§ 7.479/86, combinados com os artigos 20, ? 1§, inciso II, e 25 da Medida Provis¢ria n§ 2.218/01;Incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Militar com menos de 30 anos de servi‡o. Proventos proporcionais. Requisitos implementados at‚ 03/07/02.
286;Artigos 88, inciso II, 95, inciso III, da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso II, da Medida Provis¢ria n§ 2.218/01;Agrega‡?o h  mais de 2 (dois) anos, por ter sido julgado incapaz, temporariamente, mediante homologa‡?o da Junta Superior de Sa£de, ainda mesmo que se trate de mol‚stia cur vel. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao
287;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"a"""", da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso I, da Medida Provis¢ria n§ 2.218/01""";Atingimento (Oficial Superior), at‚ 03/07/02, da idade-limite de permanˆncia na reserva remunerada. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inatividade. Requisitos
288;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"a"""", da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso II, da Medida Provis¢ria n§ 2.218/01""";Atingimento (Oficial Superior), at‚ 03/07/02, da idade-limite de permanˆncia na reserva remunerada. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inatividade. Requis
289;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"b"""", da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso I, da Medida Provis¢ria n§ 2.218/01""";Atingimento (Capit?es e Oficiais Subalternos), at‚ 03/07/02, da idade-limite de permanˆncia na reserva remunerada. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inativid
290;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"b"""", da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso II, da Medida Provis¢ria n§ 2.218/01""";Atingimento (Capit?es e Oficiais Subalternos), at‚ 03/07/02, da idade-limite de permanˆncia na reserva remunerada. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inat
291;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"c"""", da Lei n§ 7.479/86, combiandos com o artigo 20, ? 1§, inciso II, da Medida Provis¢ria n§ 2.218/01""";Atingimento (Pra‡as), at‚ 03/07/02, da idade-limite de permanˆncia na reserva remunerada. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inatividade. Requisitos imple
292;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"c"""", da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso I, da Medida Provis¢ria n§ 2.218/01""";Atingimento (Pra‡as) , at‚ 03/07/02, da idade-limite de permanˆncia na reserva remunerada. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inatividade. Requisitos implemen
293;Artigos 88, inciso II, 95, inciso III, da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso I, da Medida Provis¢ria n§ 2.218/01;Agrega‡?o h  mais de 2 (dois) anos, por ter sido julgado incapaz, temporariamente, mediante homologa‡?o da Junta Superior de Sa£de, ainda mesmo que se trate de mol‚stia cur vel. Militar com 30 anos ou mais de servi‡o. Proventos integrais, calculados com b
294;Artigos 88, inciso II, 95, inciso IV, da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso I, da Medida Provis¢ria n§ 2.218/01;Inativa‡?o de militar condenado, por senten‡a transitada em julgado, … pena da reforma prevista no C¢digo Penal Militar. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a in
295;Artigos 88, inciso II, 95, inciso IV, da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso II, da Medida Provis¢ria n§ 2.218/01;Inativa‡?o de militar condenado, por senten‡a transitada em julgado, … pena da reforma prevista no C¢digo Penal Militar. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para
296;Artigos 88, inciso II, 95, inciso V, da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso I, da Medida Provis¢ria n§ 2.218/01;Reforma de Oficial determinada pelo Tribunal de Justi‡a do Distrito Federal, em julgamento efetuado em consequˆncia de Conselho de Justifica‡?o a que foi submetido. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em
297;Artigos 88, inciso II, 95, inciso V, da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso II, da Medida Provis¢ria n§ 2.218/01;Reforma de Oficial determinada pelo Tribunal de Justi‡a do Distrito Federal, em julgamento efetuado em consequˆncia de Conselho de Justifica‡?o a que foi submetido. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetiv
298;Artigos 88, inciso II, 95, inciso VI, da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso I, da Medida Provis¢ria n§ 2.218/01;Reforma de Aspirante-a-Oficial BM ou Pra‡a com estabilidade assegurada, quando for para tal indicado ao Comandante-Geral do Corpo de Bombeiros, em julgamento do Conselho de Disciplina. Proventos integrais, calculados com base na remunera‡?o do cargo efeti
299;Artigos 88, inciso II, 95, inciso VI, da Lei n§ 7.479/86, combinados com o artigo 20, ? 1§, inciso II, da Medida Provis¢ria n§ 2.218/01;Reforma de Aspirante-a-Oficial BM ou Pra‡a com estabilidade assegurada, quando for para tal indicado ao Comandante-Geral do Corpo de Bombeiros, em julgamento do Conselho de Disciplina. Proventos proporcionais, calculados com base na remunera‡?o correspond
300;Artigos 87, inciso II, 94, inciso III, da Lei n§ 7.289/84, combinados com o artigo 20, ? 1§, inciso I, da Medida Provis¢ria n§ 2.218/01;Agrega‡?o h  mais de 2 (dois) anos, por ter sido julgado incapaz, temporariamente, mediante homologa‡?o da Junta Superior de Sa£de, ainda mesmo que se trate de mol‚stia cur vel. Militar com 30 anos ou mais de servi‡o. Proventos integrais, calculados com b
301;Artigos 87, inciso II, 94, inciso IV, da Lei n§ 7.289/84, combinados com o artigo 20, ? 1§, inciso I, da Medida Provis¢ria n§ 2.218/01;Inativa‡?o de militar condenado, por senten‡a transitada em julgado, … pena da reforma prevista no C¢digo Penal Militar. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a in
302;Artigos 87, inciso II, 94, inciso IV, da Lei n§ 7.289/84, combinados com o artigo 20, ? 1§, inciso II, da Medida Provis¢ria n§ 2.218/01;Inativa‡?o de militar condenado, por senten‡a transitada em julgado, … pena da reforma prevista no C¢digo Penal Militar. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para
303;Artigos 87, inciso II, 94, inciso VI, da Lei n§ 7.289/84, combinados com o artigo 20, ? 1§, inciso I, da Medida Provis¢ria n§ 2.218/01;Reforma de Aspirante-a-Oficial PM ou Pra‡a com estabilidade assegurada, quando for para tal indicado ao Comandante-Geral da Pol¡cia Militar, em julgamento do Conselho de Disciplina. Proventos integrais, calculados com base na remunera‡?o correspondente ao
304;Artigos 87, inciso II, 94, inciso VI, da Lei n§ 7.289/84, combinados com o artigo 20, ? 1§, inciso II, da Medida Provis¢ria n§ 2.218/01;Reforma de Aspirante-a-Oficial PM ou Pra‡a com estabilidade assegurada, quando for para tal indicado ao Comandante-Geral da Pol¡cia Militar, em julgamento do Conselho de Disciplina. Proventos proporcionais, calculados com base na remunera‡?o correspondent
305;Artigos 87, inciso II, 94, inciso V, da Lei n§ 7.289/84, combinados com o artigo 20, ? 1§, inciso II, da Medida Provis¢ria n§ 2.218/01;Reforma de Oficial determinada pelo Tribunal de Justi‡a do Distrito Federal, em julgamento efetuado em consequˆncia de Conselho de Justifica‡?o a que foi submetido. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetiv
306;Artigos 87, inciso II, 94, inciso V, da Lei n§ 7.289/84, combinados com o artigo 20, ? 1§, inciso I, da Medida Provis¢ria n§ 2.218/01;Reforma de Oficial determinada pelo Tribunal de Justi‡a do Distrito Federal, em julgamento efetuado em consequˆncia de Conselho de Justifica‡?o a que foi submetido. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em
307;Artigos 215 e 224 da Lei n§ 8.112/90 combinado com o artigo 3§ da Emenda Constitucional n§ 41/03;Pens?o civil. ?bito ocorrido antes de 31/12/03. C lculo pelo valor total da £ltima remunera‡?o/proventos. Paridade.
309;Artigo 7§, inciso II, da Lei n§ 3.765/60;Filha maior
310;Artigo 62, ? 2§, da Lei n§ 8.112/90, combinado com o artigo 3§ da Lei n§ 8.911/94;Incorpora‡?o de fra‡?es de quintos (1/5) por ano de exerc¡cio de cargo ou fun‡?o comissionada.
312;Artigo 1§ da Lei n§ 1.234/50, combinado com o artigo 34 da Lei n§ 4.345/64, na reda‡?o da Lei n§ 6.786/80;Gratifica‡?o de Raios - X, assegurada aos que trabalham com habitualidade com Raios X ou substƒncias radioativas.
313;Artigo 24 da Lei n§ 3.765/60;Revers?o de pens?o a benefici rios da ordem seguinte de prioridade.
314;Artigo 50 da Lei n§ 10.486/02;Revers?o de pens?o a benefici rios da ordem seguinte de prioridade.
315;Artigo 101, ? 1§, da Lei n§ 7.479/86;Retorno ao servi‡o ativo de militar reformado por incapacidade definitiva que, antes de transcorridos 2 (dois) anos nessa situa‡?o, for julgado apto em inspe‡?o de sa£de por Junta Superior, em grau de recurso ou revis?o.
316;Artigo 101, ? 2§, da Lei n§ 7.479/86;Retorno … reserva remunerada de militar reformado por incapacidade definitiva que, ap¢s 2 (dois) anos nessa situa‡?o, for julgado apto em inspe‡?o de sa£de por Junta Superior em grau de recurso ou revis?o.
317;Artigo 100, ? 1§, da Lei n§ 7.289/84;Retorno ao servi‡o ativo de militar reformado por incapacidade definitiva que, antes de transcorridos 2 (dois) anos nessa situa‡?o, for julgado apto em inspe‡?o de sa£de por Junta Superior, em grau de recurso ou revis?o.
318;Artigo 100, ? 2§, da Lei n§ 7.289/84;Retorno … reserva remunerada de militar reformado por incapacidade definitiva que, ap¢s 2 (dois) anos nessa situa‡?o, for julgado apto em inspe‡?o de sa£de por Junta Superior, em grau de recurso ou revis?o.
319;"""Artigo 51, inciso II, ? 1§, al¡nea """"a"""", da Lei n§ 7.479/86, combinado com o artigo 63 da Lei n§ 10.486/02""";"""Manuten‡?o de vantagens. O oficial que, at‚ 05/09/2001, contava mais de 30 (trinta) anos de servi‡o ter  seus proventos calculados sobre o soldo correspondente ao posto imediato, se no Corpo de Bombeiros existir posto superior ao seu"
320;"""Artigo 51, inciso II, ? 1§, al¡nea """"b"""", da Lei n§ 7.479/86, combinado com o artigo 63 da Lei n§ 10.486/02""";Manuten‡?o de vantagens. O subtenente que, at‚ 05/09/2001, contava mais de 30 (trinta) anos de servi‡o ter  seus proventos calculados sobre o soldo correspondente ao posto de segundo-tenente.
321;"""Artigo 51, inciso II, ? 1§, al¡nea """"c"""", da Lei n§ 7.479/86, combinado com o artigo 63 da Lei n§ 10.486/02""";Manuten‡?o de vantagens. O pra‡a que, at‚ 05/09/2001, contava mais de 30 (trinta) anos de servi‡o ter  seus proventos calculados sobre o soldo correspondente … gradua‡?o imediatamente superior.
322;Artigo 99, caput e ? 2§, da Lei n§ 7.479/86, combinado com o artigo 63 da Lei n§ 10.486/02;Manuten‡?o de vantagens. O bombeiro militar julgado incapaz definitivamente por um dos motivos constantes dos itens I e II do artigo 97 da Lei n§ 7.479/86, ter  seus proventos calculados com base no soldo correspondente ao grau hier rquico imediatamente s
323;Artigo 99, ?? 1§ e 2§, da Lei n§ 7.479/86, combinado com o artigo 63 da Lei n§ 10.486/02;Manuten‡?o de vantagens. O bombeiro militar considerado total ou permanentemente inv lido para qualquer trabalho, por um dos motivos constantes dos incisos III, IV e V do artigo 97 da Lei n§ 7.479/86, ter  seus proventos calculados com base no soldo corre
324;Artigo 50, inciso II, ? 1§, inciso I, da Lei n§ 7.289/84, combinado com o artigo 63 da Lei n§ 10.486/02;Manuten‡?o de vantagens. O oficial que, at‚ 05/09/2001, contava mais de 30 (trinta) anos de servi‡o ter  seus proventos calculados sobre o soldo correspondente ao posto imediato, se na Corpora‡?o existir posto superior ao seu. Se ocupante do £ltimo posto,
325;Artigo 50, inciso II, ? 1§, inciso II, da Lei n§ 7.289/84, combinado com o artigo 63 da Lei n§ 10.486/02;Manuten‡?o de vantagens. O subtenente que, at‚ 05/09/2001, contava mais de 30 (trinta) anos de servi‡o ter  seus proventos calculados sobre o soldo correspondente ao posto de segundo-tenente.
326;Artigo 50, inciso II, ? 1§, inciso III, da Lei n§ 7.289/84, combinado com o artigo 63 da Lei n§ 10.486/02;Manuten‡?o de vantagens. O pra‡a que, at‚ 05/09/2001, contava mais de 30 (trinta) anos de servi‡o ter  seus proventos calculados sobre o soldo correspondente … gradua‡?o imediatamente superior.
